key,ideaA,ideaB,relatedness,generality,persona,system_prompt,user_prompt,metadata
"('philosophyofscience', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of science,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:54.381337+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,4,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:54.601620+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:54.780252+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:54.925210+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'epistemologyofscience')",epistemology,epistemology of science,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:55.079569+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('metaphysics', 'substance')",metaphysics,substance,4,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:55.271150+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('metaphysics', 'substance')",metaphysics,substance,3,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:55.420471+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('metaphysics', 'substance')",metaphysics,substance,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:55.574671+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('metaphysics', 'substance')",metaphysics,substance,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:55.746948+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,3,1,novice,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:55.898332+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:56.079580+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:56.230699+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,3,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:56.377015+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:56.558054+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:56.714004+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:56.853366+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:57.023856+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,4,1,novice,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:57.182340+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:57.364496+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:57.524394+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:57.680267+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:57.858623+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:58.048353+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:58.225327+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:58.407307+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:58.554753+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:58.719801+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:58.869001+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:59.077159+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:59.271109+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:59.460870+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:59.609273+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:59.758969+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:53:59.949461+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:00.144497+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:00.324752+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:00.517743+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:00.693861+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:00.869756+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:01.052593+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:01.234289+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:01.413428+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:01.597781+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:01.755436+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,2,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:01.951736+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:02.168630+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:02.360073+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:02.540671+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,2,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:02.752225+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:02.924308+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:03.061162+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:03.238249+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:03.407120+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:03.604789+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:03.805073+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:04.003850+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:04.189990+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,novice,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:04.338923+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:04.483994+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:04.668289+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:04.848974+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:05.031054+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:05.176040+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:05.363321+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:05.566101+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:05.768780+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:05.955424+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:06.135811+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:06.304943+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,2,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:06.461980+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:06.611339+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:06.757332+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:06.911718+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,3,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:07.097376+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:07.245314+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,4,0,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:07.439112+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,3,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:07.624976+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:07.812383+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:08.004172+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:08.159871+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:08.303744+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,course_taker,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:08.451082+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:08.660377+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,1,phd,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:08.838838+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,null,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:09.025678+00:00"", ""prompt_version"": ""v1"", ""persona"": ""null""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,novice,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:09.207667+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,expert,v1,v1,"{""model"": ""llama-3.3-70b-versatile"", ""temperature"": 0, ""date"": ""2025-10-21T05:54:09.388052+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
