key,ideaA,ideaB,relatedness,generality,persona,system_prompt,user_prompt,metadata
"('philosophyofbiology', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of biology,3,1,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:40.294389+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:41.634105+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,1,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:43.080927+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'neuralnetwork')",artificial intelligence,neural network,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:44.491056+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,4,1,novice,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:45.862494+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:47.259357+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'moralepistemologyandmoralreasoning')",epistemology,moral epistemology and moral reasoning,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:48.612991+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:50.028137+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:51.649579+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('revisiontheoryoftruth', 'truth')",revision theory of truth,truth,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:53.033636+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:54.476704+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:55.876197+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religion')",philosophy of religion,religion,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:57.352758+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:36:58.745071+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:00.132166+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:01.513417+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:02.886290+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:04.218253+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:05.622526+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:06.986719+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:08.369851+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:09.733178+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:11.150703+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:12.543629+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:13.943926+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:15.342328+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:16.725994+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:18.102587+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:19.476892+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:20.869943+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:22.266635+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'mind')",cognitive science,mind,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:23.636710+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:25.323473+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:26.696008+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,novice,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:28.051935+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:29.448288+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:30.812400+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:32.178845+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:33.555650+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:35.096294+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:36.453976+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:37.821961+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:39.305721+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,4,2,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:40.728771+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,4,2,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:42.147847+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:43.497796+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:44.890083+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:46.239894+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:47.618924+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:49.016876+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:50.412666+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:51.810356+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:53.196465+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:54.551336+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:55.952424+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,novice,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:57.381107+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:37:58.820304+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:00.214525+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:01.590138+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:03.104621+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:04.486726+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'representation')",cognitive science,representation,4,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:05.920213+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'representation')",cognitive science,representation,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:07.266935+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'representation')",cognitive science,representation,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:08.718623+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,2,1,novice,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:10.144671+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,3,1,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:12.319382+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,2,1,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:13.790347+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'logic')",artificial intelligence,logic,3,0,course_taker,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:15.129149+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'logic')",artificial intelligence,logic,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:16.501488+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'logic')",artificial intelligence,logic,2,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:17.887533+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,2,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:19.248550+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,2,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:20.664372+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalcontent', 'representation')",representation,mental content,4,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:22.109456+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalcontent', 'representation')",representation,mental content,4,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:23.456283+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:24.854960+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:26.234358+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,2,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:27.614373+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,2,1,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:29.141680+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,2,1,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:30.525499+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,2,1,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:31.908987+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'realism')",realism,epistemology,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:33.293500+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'realism')",realism,epistemology,3,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:34.692803+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,3,0,expert,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:36.011571+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('epistemology', 'philosophiesoftheparticularsciences')",philosophies of the particular sciences,epistemology,2,0,phd,v1,v1,"{""model"": ""Mistral-Nemo"", ""temperature"": 0, ""date"": ""2025-10-05T22:38:37.349463+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
