key,ideaA,ideaB,relatedness,generality,persona,system_prompt,user_prompt,metadata
"('artificialintelligence', 'thinkingmachine')",thinking machine,artificial intelligence,4,2,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:05.932948+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,3,0,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:06.876717+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:09.144509+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('belief', 'philosophyofreligion')",philosophy of religion,belief,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:10.193144+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:12.258792+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:13.352910+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesephilosophy', 'daoism')",chinese philosophy,daoism,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:29.489094+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,3,0,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:30.380298+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,3,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:31.510644+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'philosophyofcomputerscience')",artificial intelligence,philosophy of computer science,3,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:32.587328+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,3,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:33.609690+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:34.536329+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofscience')",cognitive science,philosophy of science,3,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:35.544349+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,3,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:36.629706+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:37.888350+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religiousdiversity')",philosophy of religion,religious diversity,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:39.043871+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:39.960527+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:41.396584+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'mind')",cognitive science,mind,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:42.507882+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,novice,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:43.502428+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:44.383909+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('japaneseconfucianphilosophy', 'japanesephilosophy')",japanese confucian philosophy,japanese philosophy,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:45.376207+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:46.304215+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:47.329046+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'logicandartificialintelligence')",artificial intelligence,logic and artificial intelligence,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:48.320895+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,3,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:49.161305+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,3,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:50.533513+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofmind')",cognitive science,philosophy of mind,4,3,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:52.365463+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:53.508755+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:54.729475+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofmathematics', 'philosophyofscienceandthesciences')",philosophy of science and the sciences,philosophy of mathematics,3,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:55.680149+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,4,0,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:56.732273+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:57.851422+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'connectionism')",connectionism,cognitive science,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:30:58.841783+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:00.152537+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:01.589786+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('feministphilosophyofreligion', 'philosophyofreligion')",philosophy of religion,feminist philosophy of religion,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:02.774990+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,0,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:03.676511+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,3,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:04.975477+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofreligion', 'religionandscience')",philosophy of religion,religion and science,3,3,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:06.541795+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,novice,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:08.095041+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:09.002018+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('chinesebuddhism', 'chinesephilosophy')",chinese buddhism,chinese philosophy,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:10.168777+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,3,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:12.258014+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:13.767896+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'philosophyofpsychology')",cognitive science,philosophy of psychology,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:15.009068+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'representation')",cognitive science,representation,4,1,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:16.239221+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('cognitivescience', 'representation')",cognitive science,representation,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:17.636453+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'representation')",cognitive science,representation,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:18.616888+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,3,1,novice,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:19.890178+00:00"", ""prompt_version"": ""v1"", ""persona"": ""novice""}"
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,3,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:21.011925+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('philosophyofscienceandthesciences', 'probabilityandstatistics')",philosophy of science and the sciences,probability and statistics,3,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:22.744829+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('artificialintelligence', 'logic')",artificial intelligence,logic,4,0,course_taker,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:23.760619+00:00"", ""prompt_version"": ""v1"", ""persona"": ""course_taker""}"
"('artificialintelligence', 'logic')",artificial intelligence,logic,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:24.710377+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('artificialintelligence', 'logic')",artificial intelligence,logic,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:25.923173+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:28.057340+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('bioethics', 'biomedicalethics')",biomedical ethics,bioethics,4,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:29.245908+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('mentalcontent', 'representation')",representation,mental content,4,1,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:32.516218+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('mentalcontent', 'representation')",representation,mental content,4,1,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:33.923679+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,3,0,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:35.105297+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('cognitivescience', 'folkpsychology')",folk psychology,cognitive science,3,0,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:35.965307+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,2,3,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:36.951284+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
"('aristotleonnoncontradiction', 'perception')",aristotle on non-contradiction,perception,2,3,phd,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:38.074715+00:00"", ""prompt_version"": ""v1"", ""persona"": ""phd""}"
"('epistemology', 'socialphilosophyandpoliticalphilosophy')",social philosophy and political philosophy,epistemology,2,3,expert,v1,v1,"{""model"": ""claude-3-7-sonnet-20250219"", ""temperature"": 0, ""date"": ""2025-10-08T21:31:39.022904+00:00"", ""prompt_version"": ""v1"", ""persona"": ""expert""}"
